8.49902,0.171258,-0.00940265,-0.272336,1.51319e-06,-0.00016194,0.000248078,0
8.51902,0.171279,-0.00940933,-0.272338,0.000170092,0.000180504,-8.32825e-05,0
8.53903,0.171278,-0.00941737,-0.272335,7.76424e-05,0.000201692,0.000371289,0
8.559,0.171257,-0.00939187,-0.272326,0.000409416,-0.0002244,-0.000587008,0
8.57902,0.17125,-0.00938148,-0.272346,8.00196e-05,0.000166387,-0.000377348,0
8.59903,0.171276,-0.00940593,-0.272356,-8.9105e-05,-0.000153256,0.000555683,0
8.61903,0.171241,-0.00939172,-0.272353,0.000346651,0.000196896,-0.000749927,0
8.63902,0.171287,-0.00938723,-0.272299,-0.000446645,-0.000177678,0.000560504,0
8.65903,0.17127,-0.00942046,-0.272328,-0.000258903,-0.00018811,0.000225899,0
8.67903,0.171258,-0.00940756,-0.272362,9.73763e-05,-0.000720511,-0.00066945,0
8.69903,0.171266,-0.00941154,-0.272365,0.000216471,-0.000332666,-0.000861877,0
8.71903,0.171336,-0.00943388,-0.272297,-0.000472205,-0.000334068,0.000202037,0
8.73903,0.171308,-0.00942757,-0.272312,-0.000192565,-0.000132239,0.000407674,0
8.75902,0.171288,-0.0094525,-0.272316,-0.000121471,-0.000559442,0.000551165,0
8.77902,0.171302,-0.00939935,-0.272337,0.000117265,2.00054e-05,-0.000398463,0
8.79903,0.171307,-0.00941453,-0.272329,-0.00034927,-0.000263316,0.000276749,0
8.81903,0.171296,-0.00943542,-0.272317,-0.000106395,-7.87091e-05,0.000647999,0
8.83903,0.171277,-0.00942405,-0.272334,-0.000281703,-1.87302e-05,0.000208559,0
8.85903,0.171289,-0.00939213,-0.27231,0.000111432,-0.000440748,-0.000440085,0
8.87902,0.171301,-0.00943387,-0.272341,-0.000342564,-0.000579898,0.000586903,0
8.89902,0.171303,-0.00942277,-0.272334,-0.000109077,-7.50837e-05,-8.28205e-05,0
8.91903,0.17132,-0.00943733,-0.272306,-0.000251477,-0.000185883,0.00045591,0
8.93903,0.171293,-0.00941676,-0.272318,-0.000135463,0.000201826,5.0032e-05,0
8.95903,0.171265,-0.00937273,-0.272358,0.000326253,-0.000198421,-0.00090903,0
8.97902,0.171273,-0.00939573,-0.272357,0.00019966,-0.000100424,-0.000114506,0
8.99903,0.171248,-0.00940364,-0.272359,0.000586315,0.000320102,-0.000878356,0
9.01903,0.171263,-0.00942828,-0.272288,0.000189927,-0.000127884,9.97847e-05,0
9.03903,0.171287,-0.00943648,-0.272309,-0.000228767,3.11287e-05,0.000566286,0
9.05903,0.171283,-0.00943034,-0.272359,-0.000786318,-7.0145e-05,0.000617783,0
9.07902,0.171274,-0.00941717,-0.272332,-0.000119307,-0.000234766,9.55948e-05,0
9.09902,0.171251,-0.00939031,-0.272351,0.000111244,3.95305e-05,-0.000274246,0
9.11903,0.171221,-0.00938028,-0.272348,7.26753e-05,-0.00021961,-0.000121928,0
9.13903,0.171279,-0.00941067,-0.272281,-0.000385016,-6.39749e-05,0.000985478,0
9.15903,0.171242,-0.00936567,-0.272376,0.000223465,-9.36703e-05,-0.000800542,0
9.17902,0.171203,-0.00934692,-0.272416,0.00103327,-4.44543e-05,-0.00182935,0
9.19903,0.17125,-0.0093864,-0.272321,0.000493431,-0.000538772,-0.00095665,0
9.21902,0.171271,-0.00939843,-0.272298,-0.000226375,9.96646e-05,5.75123e-05,0
9.23902,0.171286,-0.00938246,-0.272337,-0.000272467,-0.000365613,-0.000254904,0
9.25903,0.171293,-0.0093883,-0.272337,0.000140083,-0.000415568,-0.000285112,0
9.27902,0.171284,-0.00940679,-0.272329,0.000242059,-0.000294597,3.76092e-05,0
9.29903,0.171301,-0.00940674,-0.272302,-0.000215796,0.000176669,-0.000204406,0
9.31903,0.171317,-0.00940559,-0.27229,-0.000275398,7.86981e-05,0.000183066,0
9.33903,0.171291,-0.00940882,-0.272343,-0.000233055,-9.5905e-05,-0.000122045,0
9.35903,0.171277,-0.00939292,-0.272361,0.000319214,-0.000154675,-0.00103469,0
9.37902,0.17125,-0.0093707,-0.272341,0.000433536,-0.000106681,-0.000678396,0
9.39903,0.171252,-0.00940609,-0.272324,-0.000228583,-6.6943e-06,0.000614536,0
9.41902,0.171243,-0.00941221,-0.272334,0.000161139,-0.000277165,-0.000114191,0
9.43903,0.171296,-0.00942602,-0.272315,-0.000427963,-0.000352329,0.000601569,0
9.45903,0.171289,-0.00939628,-0.272365,0.000107753,-0.000537844,-0.000274402,0
9.47902,0.171248,-0.00939226,-0.27235,0.000251,-0.000532107,-0.000931781,0
9.49903,0.171257,-0.00939731,-0.272277,2.0964e-05,-0.000469236,-0.000442741,0
9.51903,0.171268,-0.00944476,-0.272312,-2.25985e-05,-0.000417116,0.00011213,0
9.53903,0.171272,-0.00940137,-0.272363,2.17311e-05,-0.000745191,-0.000337983,0
9.55903,0.171237,-0.00938485,-0.272337,0.000575506,-0.000764283,-0.000277986,0
9.57902,0.171226,-0.00938707,-0.272337,-0.000152075,0.000107674,1.23294e-05,0
9.59903,0.171257,-0.00938917,-0.272323,0.000198641,0.000254826,-0.000295562,0
9.61903,0.171238,-0.00936818,-0.27236,0.00049464,0.00018087,-0.00116462,0
9.63903,0.171258,-0.00939285,-0.272371,0.000256953,-0.000447359,-0.000799947,0
9.65903,0.171276,-0.00940003,-0.272337,-0.000192009,-3.79306e-05,-0.000137075,0
9.67902,0.171244,-0.0093759,-0.272342,-1.70438e-05,0.000311857,-0.000304789,0
9.69902,0.171239,-0.00941395,-0.272355,-2.42979e-05,8.42121e-05,-8.56973e-05,0
9.71903,0.171252,-0.00939271,-0.272364,-0.000107998,-6.61698e-06,-0.000558689,0
9.73903,0.171236,-0.00938709,-0.272381,3.69586e-05,-2.66922e-05,-0.000564947,0
9.75903,0.171232,-0.0093884,-0.272358,0.000179526,-6.94516e-06,-0.000532348,0
9.77902,0.171252,-0.00938459,-0.272332,-0.000150693,-0.000169651,-7.90663e-05,0
9.79902,0.171213,-0.00938847,-0.272372,0.000584097,0.000413205,-0.00125972,0
9.81903,0.171236,-0.00938857,-0.272392,0.000668924,-4.75712e-05,-0.00125702,0
9.83903,0.171251,-0.00938386,-0.272351,0.000288848,5.07711e-05,-0.00104344,0
9.85903,0.171241,-0.00939351,-0.272329,-0.000195792,-4.97329e-05,-0.000484984,0
9.87902,0.171264,-0.00939248,-0.272354,6.68546e-05,1.62077e-06,-0.000158497,0
9.89903,0.171249,-0.00940936,-0.272373,0.000290573,0.000127675,-0.00105587,0
9.91903,0.171224,-0.00938875,-0.272387,0.0007029,-0.000418518,-0.00182945,0
9.93903,0.171276,-0.00940461,-0.272326,2.987e-05,0.000161839,-0.00021277,0
9.95903,0.171242,-0.00937876,-0.272354,0.000167632,-5.49583e-05,-0.00102731,0
9.97899,0.171285,-0.00938801,-0.27234,0.000229686,0.000137028,-0.000723739,0
9.99902,0.171266,-0.00938628,-0.272338,0.000148151,0.000372713,-0.00068711,0
10.019,0.171303,-0.00941636,-0.272328,-0.000636941,-0.000257478,0.000311611,0
10.039,0.171289,-0.00938257,-0.272362,0.00038464,-0.000596536,-0.00118493,0
10.059,0.171276,-0.00938465,-0.272336,-0.000268462,0.000122745,-0.000623118,0
10.079,0.171262,-0.00939334,-0.272371,-2.29994e-05,0.000172435,-0.000397658,0
10.099,0.171277,-0.0094407,-0.272348,-0.000399464,5.64673e-05,0.00064341,0
