timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
747347470,23617696,31.0276903,121.4409744,4.77447,-4.15603,1.13315,0.000512231,0.000809682,0.0,0.01798,0.000776014,0.00110784,0.00879752,-0.00535803,-0.00263178,0.038596,0.0221126,0.035771,-0.0446868,-1.1034,2.14036,0.104901,-0.00110784,0.109471,0.19017,0.0833797,0.0821778,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
747447502,23617696,31.0276903,121.4409744,4.77336,-4.1551,1.1349,0.000512231,0.000809682,0.0,0.0154452,0.00141321,0.000903792,0.0092198,-0.00535803,-0.00263178,0.038596,0.0428265,0.000676691,-0.018839,-1.10392,2.14036,0.100622,-0.000903792,0.115149,0.191923,0.0870966,0.0838053,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
747551358,23617696,31.0276903,121.4409744,4.77253,-4.15425,1.13541,0.000512231,0.000809682,0.0,0.0146231,0.00136582,0.000574014,0.00822268,-0.00535803,-0.00263178,0.038596,-0.0506321,0.0149226,-0.0830526,-1.1039,2.14036,0.1,-0.000574014,0.121845,0.193358,0.0912093,0.0854484,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
747652149,23617696,31.0276903,121.4409744,4.77279,-4.15504,1.1318,0.000512231,0.000809682,0.0,0.0144249,0.000927979,-0.00117053,0.00189678,-0.00535803,-0.00263178,0.038596,-0.129222,-0.0444462,0.123232,-1.10387,2.14036,0.1,0.00117053,0.115496,0.191394,0.0872409,0.083785,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
747752136,23617696,31.0276903,121.4409744,4.77346,-4.15595,1.12768,0.000512231,0.000809682,0.0,0.0152041,-0.000855797,-0.00396465,-0.00501186,-0.00535803,-0.00263178,0.038596,-0.210931,-0.0756117,-0.00653061,-1.10513,2.14036,0.1,0.00396465,0.121627,0.193233,0.0909977,0.0853989,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
747856056,23617696,31.0276903,121.4409744,4.77334,-4.15624,1.12092,0.000512231,0.000809682,0.0,0.0151735,0.000245927,-0.00829111,-0.0151558,-0.00535803,-0.00263178,0.038596,0.172247,-0.102766,0.0816305,-1.10414,2.14036,0.1,0.00829111,0.115462,0.192187,0.0872173,0.0839277,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
747956960,23617696,31.0276903,121.4409744,4.77321,-4.15666,1.11458,0.000512231,0.000809682,0.0,0.0150775,-0.00235118,-0.0116564,-0.0226871,-0.00535803,-0.00263178,0.038596,0.163384,0.0400519,-0.0724461,-1.10387,2.14036,0.105877,0.0116564,0.109852,0.190279,0.0836112,0.0822893,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748056944,23617696,31.0276903,121.4409744,4.77209,-4.15712,1.10915,0.000512231,0.000809682,0.0,0.0126569,-0.00149378,-0.0138888,-0.0275109,-0.00535803,-0.00263178,0.038596,0.161055,0.145915,-0.129455,-1.10431,2.14036,0.111304,0.0138888,0.115552,0.192033,0.087334,0.0839119,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748156966,23617696,31.0276903,121.4409744,4.77106,-4.15758,1.10421,0.000512231,0.000809682,0.0,0.0131221,-0.00193977,-0.0151241,-0.0302455,-0.00535803,-0.00263178,0.038596,0.152029,0.245798,0.190524,-1.10492,2.14036,0.116242,0.0151241,0.10996,0.19101,0.0837324,0.0824323,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748260922,23617696,31.0276903,121.4409744,4.76907,-4.15748,1.10106,0.000512231,0.000809682,0.0,0.00937284,-0.00271368,-0.016719,-0.0313493,-0.00535803,-0.00263178,0.038596,0.0807054,-0.402069,0.112888,-1.10371,2.14036,0.119394,0.016719,0.116169,0.19232,0.087765,0.0840753,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748361688,23617696,31.0276903,121.4409744,4.76744,-4.15739,1.09745,0.000512231,0.000809682,0.0,0.00760378,-0.00146104,-0.0171745,-0.0319276,-0.00535803,-0.00263178,0.038596,0.224676,0.162387,-0.0230987,-1.10374,2.14036,0.123001,0.0171745,0.110092,0.190832,0.0838755,0.0824204,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748461760,23617696,31.0276903,121.4409744,4.76516,-4.15734,1.09388,0.000512231,0.000809682,0.0,0.00593905,-0.00287195,-0.0192979,-0.033988,-0.00535803,-0.00263178,0.038596,0.018048,-0.0669499,-0.0619666,-1.10365,2.14036,0.126573,0.0192979,0.116321,0.192157,0.0879126,0.0840693,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748565718,23617696,31.0276903,121.4409744,4.76353,-4.15748,1.09176,0.000512231,0.000809682,0.0,0.0045619,-0.00227242,-0.0179612,-0.0310519,-0.00535803,-0.00263178,0.038596,0.041885,0.0292212,-0.0328669,-1.10366,2.14036,0.128691,0.0179612,0.123117,0.193591,0.0920351,0.0857016,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748666621,23617696,31.0276903,121.4409744,4.76268,-4.15626,1.09371,0.000512231,0.000809682,0.0,0.0047708,-0.00118379,-0.0154946,-0.0235188,-0.00535803,-0.00263178,0.038596,0.480555,-0.0958367,0.0590253,-1.10372,2.14036,0.126745,0.0154946,0.116644,0.191603,0.0880121,0.0840343,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748766594,23617696,31.0276903,121.4409744,4.76231,-4.15542,1.09251,0.000512231,0.000809682,0.0,0.00382188,-0.00219838,-0.0132303,-0.0201707,-0.00535803,-0.00263178,0.038596,-0.359491,-0.167962,0.184536,-1.10374,2.14036,0.127942,0.0132303,0.122862,0.193454,0.091776,0.0856448,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748870536,23617696,31.0276903,121.4409744,4.76132,-4.15261,1.09091,0.000512231,0.000809682,0.0,0.00569902,0.00231766,-0.0133831,-0.0197656,-0.00535803,-0.00263178,0.038596,0.145348,0.358312,-0.123879,-1.10369,2.14036,0.12954,0.0133831,0.116251,0.192195,0.0876697,0.0841287,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
748971335,23617696,31.0276903,121.4409744,4.76062,-4.15001,1.09049,0.000512231,0.000809682,0.0,0.00530211,0.00319934,-0.0124667,-0.0173902,-0.00535803,-0.00263178,0.038596,0.173146,0.022472,0.0913003,-1.10379,2.14036,0.129965,0.0124667,0.110538,0.190282,0.0840177,0.0824821,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
749071302,23617696,31.0276903,121.4409744,4.75983,-4.14725,1.08815,0.000512231,0.000809682,0.0,0.00473056,0.00534912,-0.0136497,-0.0191314,-0.00535803,-0.00263178,0.038596,0.331497,0.153128,-0.281757,-1.10364,2.14036,0.132303,0.0136497,0.116287,0.192923,0.0877367,0.0842686,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
749175268,23617696,31.0276903,121.4409744,4.75936,-4.14483,1.08634,0.000512231,0.000809682,0.0,0.00683943,0.00821184,-0.0140586,-0.0192753,-0.00535803,-0.00263178,0.038596,0.661201,0.155845,0.073079,-1.10373,2.14036,0.134113,0.0140586,0.110603,0.191002,0.0840985,0.0826103,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
