timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
790755565,-0.0179856,-0.0972774,-0.00878316,0.812931,-0.00815039,0.0127793,-0.582163,0.870776,-0.0397471,-0.0356996,-0.488769,1
790783264,-0.0399944,-0.375011,0.0424547,0.813085,-0.00954773,0.0103623,-0.581974,0.870776,-0.0397471,-0.0356996,-0.488769,1
790815324,0.362541,-0.227567,-0.0727203,0.813028,-0.0108486,0.00595947,-0.582093,0.870776,-0.0397471,-0.0356996,-0.488769,1
790848185,0.19657,-0.0674887,0.0858393,0.8133,-0.0118099,0.0012642,-0.581724,0.870776,-0.0397471,-0.0356996,-0.488769,1
790880140,0.0616593,-0.258042,-0.0279741,0.813458,-0.0114923,-0.00448405,-0.581493,0.870776,-0.0397471,-0.0356996,-0.488769,1
790912131,0.37695,-0.209506,-0.0263563,0.813655,-0.010861,-0.0104042,-0.581153,0.870776,-0.0397471,-0.0356996,-0.488769,1
790944068,-0.181625,-0.271025,0.120692,0.814022,-0.0125004,-0.0136852,-0.580539,0.870776,-0.0397471,-0.0356996,-0.488769,1
790972094,-0.273342,-0.0679688,0.130662,0.814139,-0.0138069,-0.0143939,-0.580327,0.870776,-0.0397471,-0.0356996,-0.488769,1
791004114,-0.131243,-0.0536253,-0.0561866,0.814055,-0.0150556,-0.0144169,-0.580414,0.870776,-0.0397471,-0.0356996,-0.488769,1
791036120,0.210241,-0.106972,-0.051284,0.814057,-0.0160124,-0.0144848,-0.580384,0.870776,-0.0397471,-0.0356996,-0.488769,1
791068068,-0.091627,-0.0454607,0.0900112,0.81414,-0.0172928,-0.0156901,-0.5802,0.870776,-0.0397471,-0.0356996,-0.488769,1
791100145,0.0172343,-0.20573,0.00734617,0.814194,-0.0175936,-0.0179544,-0.580048,0.870776,-0.0397471,-0.0356996,-0.488769,1
791132134,0.20982,-0.177085,-0.0134186,0.814286,-0.0172852,-0.0199167,-0.579865,0.870776,-0.0397471,-0.0356996,-0.488769,1
791164190,-0.00909807,0.181593,0.00622418,0.81438,-0.0175757,-0.0200345,-0.57972,0.870776,-0.0397471,-0.0356996,-0.488769,1
791192077,0.331468,0.183415,0.00838961,0.814421,-0.0176397,-0.0195174,-0.579678,0.870776,-0.0397471,-0.0356996,-0.488769,1
791224929,0.0698463,0.263506,0.0287783,0.814544,-0.0173661,-0.0187838,-0.579537,0.870776,-0.0397471,-0.0356996,-0.488769,1
791256903,-0.301649,-0.163854,0.0400893,0.814672,-0.016759,-0.0182371,-0.579392,0.870776,-0.0397471,-0.0356996,-0.488769,1
791288920,0.525372,-0.00231236,0.00130613,0.814837,-0.0150361,-0.0186168,-0.579195,0.870776,-0.0397471,-0.0356996,-0.488769,1
791320914,-0.0358792,0.243226,0.0166181,0.815049,-0.0148438,-0.0177014,-0.578931,0.870776,-0.0397471,-0.0356996,-0.488769,1
791352971,-0.570301,-0.183745,0.0320166,0.815107,-0.0165724,-0.0161017,-0.57885,0.870776,-0.0397471,-0.0356996,-0.488769,1
791385015,0.143167,0.0826705,0.00881158,0.815121,-0.016809,-0.0140913,-0.578875,0.870776,-0.0397471,-0.0356996,-0.488769,1
791416872,0.237876,0.100192,-0.0997232,0.815024,-0.0164814,-0.012283,-0.579062,0.870776,-0.0397471,-0.0356996,-0.488769,1
791448937,-0.187296,-0.119979,0.100195,0.815176,-0.0162718,-0.0125634,-0.578848,0.870776,-0.0397471,-0.0356996,-0.488769,1
791477022,-0.174085,-0.126334,0.103531,0.815236,-0.0153696,-0.0146624,-0.578739,0.870776,-0.0397471,-0.0356996,-0.488769,1
791509762,0.0347435,-0.41003,0.0336894,0.815297,-0.0144758,-0.0191412,-0.578546,0.870776,-0.0397471,-0.0356996,-0.488769,1
791541744,0.313178,-0.130068,-0.0264784,0.815513,-0.0138659,-0.0229732,-0.578117,0.870776,-0.0397471,-0.0356996,-0.488769,1
791573738,-0.0156941,0.147073,-0.00115831,0.815662,-0.0140187,-0.0232288,-0.577893,0.870776,-0.0397471,-0.0356996,-0.488769,1
791605679,-0.314644,-0.0720559,0.0461674,0.815676,-0.015214,-0.0214805,-0.577909,0.870776,-0.0397471,-0.0356996,-0.488769,1
791633851,-0.342379,0.094054,0.0499839,0.81563,-0.0165618,-0.0195624,-0.578006,0.870776,-0.0397471,-0.0356996,-0.488769,1
791665690,-0.277265,-0.0402432,0.0191245,0.815452,-0.0176217,-0.0183349,-0.578265,0.870776,-0.0397471,-0.0356996,-0.488769,1
791697703,0.35181,-0.019432,-9.58674e-05,0.815368,-0.0166364,-0.0204524,-0.578342,0.870776,-0.0397471,-0.0356996,-0.488769,1
791729717,0.176027,-0.124782,-0.0239608,0.81538,-0.0163566,-0.0243751,-0.578181,0.870776,-0.0397471,-0.0356996,-0.488769,1
791761752,-0.173272,-0.183326,0.138329,0.815607,-0.017177,-0.0270269,-0.57772,0.870776,-0.0397471,-0.0356996,-0.488769,1
791794506,-0.184073,0.00833865,-0.00465552,0.815664,-0.0176179,-0.0267919,-0.577637,0.870776,-0.0397471,-0.0356996,-0.488769,1
791826587,-0.171445,0.214947,-0.0100787,0.815626,-0.0173169,-0.0250256,-0.577779,0.870776,-0.0397471,-0.0356996,-0.488769,1
791854514,-0.153739,0.173162,0.030504,0.815631,-0.0178339,-0.0229194,-0.577844,0.870776,-0.0397471,-0.0356996,-0.488769,1
791886604,-0.218398,0.24655,-0.0494226,0.815601,-0.0186113,-0.0194775,-0.577987,0.870776,-0.0397471,-0.0356996,-0.488769,1
791918586,-0.111128,0.0958267,-0.0906361,0.815479,-0.0198292,-0.0154967,-0.578239,0.870776,-0.0397471,-0.0356996,-0.488769,1
791950574,-0.359095,0.0384784,0.0957717,0.815551,-0.0218356,-0.0125367,-0.578138,0.870776,-0.0397471,-0.0356996,-0.488769,1
791982529,0.0524822,-0.0643603,-0.0808802,0.815474,-0.0230254,-0.0119911,-0.578211,0.870776,-0.0397471,-0.0356996,-0.488769,1
792014660,0.0597239,0.0179268,0.00193967,0.815498,-0.0228446,-0.0111006,-0.578202,0.870776,-0.0397471,-0.0356996,-0.488769,1
792046613,-0.114612,0.318121,0.0248062,0.815565,-0.0220616,-0.00881645,-0.578178,0.870776,-0.0397471,-0.0356996,-0.488769,1
792078586,-0.195412,0.270517,-0.0921238,0.815432,-0.0217483,-0.00458973,-0.578427,0.870776,-0.0397471,-0.0356996,-0.488769,1
792106587,-0.250108,0.286412,-0.0618477,0.815213,-0.0215269,0.000853108,-0.578761,0.870776,-0.0397471,-0.0356996,-0.488769,1
792139455,-0.225222,0.28896,-0.031137,0.814879,-0.0214038,0.00713829,-0.579192,0.870776,-0.0397471,-0.0356996,-0.488769,1
792171290,-0.0632095,0.310214,0.0160694,0.814659,-0.0203784,0.0123101,-0.579451,0.870776,-0.0397471,-0.0356996,-0.488769,1
792203285,-0.0991813,0.188727,-0.0497139,0.814344,-0.0194267,0.0156186,-0.579846,0.870776,-0.0397471,-0.0356996,-0.488769,1
792235286,0.096623,0.0925399,-0.00853537,0.814082,-0.0189551,0.0170047,-0.580191,0.870776,-0.0397471,-0.0356996,-0.488769,1
792267462,-0.0675614,-0.158253,-0.0481646,0.814023,-0.0194587,0.016291,-0.580279,0.870776,-0.0397471,-0.0356996,-0.488769,1
792295329,-0.157275,-0.0826393,-0.0428886,0.814052,-0.0191803,0.015762,-0.580261,0.870776,-0.0397471,-0.0356996,-0.488769,1
792327472,0.34124,0.179961,0.00355694,0.814162,-0.0175713,0.0162732,-0.580144,0.870776,-0.0397471,-0.0356996,-0.488769,1
792359271,-0.268675,0.190712,0.0516737,0.814107,-0.0168816,0.0184509,-0.580176,0.870776,-0.0397471,-0.0356996,-0.488769,1
792391292,0.102579,-0.0844101,-0.0430599,0.813937,-0.0164024,0.0203012,-0.580367,0.870776,-0.0397471,-0.0356996,-0.488769,1
792424161,0.156748,0.243036,0.0324299,0.813841,-0.0156581,0.0215588,-0.580477,0.870776,-0.0397471,-0.0356996,-0.488769,1
792456156,-0.186755,-0.248985,-0.0534276,0.813741,-0.015853,0.0212023,-0.580624,0.870776,-0.0397471,-0.0356996,-0.488769,1
792488187,0.0602122,-0.232325,0.00132266,0.813706,-0.0162112,0.0198503,-0.580712,0.870776,-0.0397471,-0.0356996,-0.488769,1
792520114,0.0386709,-0.00610414,0.0525744,0.813559,-0.0174,0.0182959,-0.580934,0.870776,-0.0397471,-0.0356996,-0.488769,1
792552130,-0.235495,-0.121659,-0.00900983,0.813547,-0.0192878,0.0167463,-0.580938,0.870776,-0.0397471,-0.0356996,-0.488769,1
792584121,-0.0367979,-0.251608,-0.031147,0.813581,-0.0202739,0.0136976,-0.580936,0.870776,-0.0397471,-0.0356996,-0.488769,1
792616202,0.467921,-0.184236,0.0111587,0.813723,-0.0192846,0.00979443,-0.58085,0.870776,-0.0397471,-0.0356996,-0.488769,1
792648141,0.212575,0.0869632,0.000485419,0.81387,-0.0182829,0.00741447,-0.580713,0.870776,-0.0397471,-0.0356996,-0.488769,1
792680160,-0.214947,-0.0284994,0.0832662,0.813934,-0.0184384,0.0054359,-0.58064,0.870776,-0.0397471,-0.0356996,-0.488769,1
792708075,-0.183001,0.174482,0.0587967,0.813945,-0.0186911,0.00521381,-0.580617,0.870776,-0.0397471,-0.0356996,-0.488769,1
792740155,-0.0666721,0.0624839,-0.0173139,0.813954,-0.0192949,0.00560833,-0.580582,0.870776,-0.0397471,-0.0356996,-0.488769,1
792772120,-0.153428,-0.0709,-0.0645394,0.813976,-0.0200846,0.005195,-0.580528,0.870776,-0.0397471,-0.0356996,-0.488769,1
792804113,-0.0151304,0.082378,0.0745211,0.814205,-0.0196949,0.00604215,-0.580211,0.870776,-0.0397471,-0.0356996,-0.488769,1
792836902,0.0399674,0.0593893,0.046952,0.814298,-0.0194701,0.00567873,-0.580093,0.870776,-0.0397471,-0.0356996,-0.488769,1
792869047,-0.307753,0.0141536,-0.0403316,0.814313,-0.0206494,0.00615617,-0.580025,0.870776,-0.0397471,-0.0356996,-0.488769,1
792900983,0.178904,0.00762444,-0.041172,0.814279,-0.0212152,0.00541858,-0.58006,0.870776,-0.0397471,-0.0356996,-0.488769,1
792928968,0.17541,-0.0908795,0.0202339,0.814334,-0.0218177,0.00437492,-0.579969,0.870776,-0.0397471,-0.0356996,-0.488769,1
792960911,0.16675,0.00370208,-0.064716,0.814235,-0.0213842,0.00388209,-0.580129,0.870776,-0.0397471,-0.0356996,-0.488769,1
792992850,-0.192658,0.0175486,0.0950669,0.814268,-0.0211608,0.00534533,-0.580079,0.870776,-0.0397471,-0.0356996,-0.488769,1
793024896,0.178301,-0.0125095,-0.052515,0.814059,-0.0206379,0.00619869,-0.580382,0.870776,-0.0397471,-0.0356996,-0.488769,1
793056930,0.193563,-0.00883043,-0.0568431,0.813928,-0.0201827,0.00505549,-0.580593,0.870776,-0.0397471,-0.0356996,-0.488769,1
793089005,-0.187586,0.173285,0.112163,0.814069,-0.0198961,0.00549722,-0.580401,0.870776,-0.0397471,-0.0356996,-0.488769,1
793121726,-0.10452,-0.181572,0.0250617,0.813953,-0.0194697,0.00606821,-0.580572,0.870776,-0.0397471,-0.0356996,-0.488769,1
793149752,-0.0271578,0.083322,0.0282175,0.813848,-0.0187483,0.00516477,-0.580753,0.870776,-0.0397471,-0.0356996,-0.488769,1
793181704,-0.038667,-0.115748,-0.0331042,0.813808,-0.0178027,0.00396526,-0.580848,0.870776,-0.0397471,-0.0356996,-0.488769,1
793213690,0.435597,0.0253526,-0.00702595,0.813737,-0.0157308,0.00261384,-0.581014,0.870776,-0.0397471,-0.0356996,-0.488769,1
793245684,0.0564031,0.0449963,-0.0422809,0.81353,-0.0147822,0.00164893,-0.581333,0.870776,-0.0397471,-0.0356996,-0.488769,1
793277761,-0.236982,-0.217038,-0.022053,0.813343,-0.0147542,0.000411593,-0.581597,0.870776,-0.0397471,-0.0356996,-0.488769,1
793309710,0.412792,-0.141983,-0.0500271,0.813173,-0.0141856,-0.000498873,-0.58185,0.870776,-0.0397471,-0.0356996,-0.488769,1
793341706,-0.0630914,0.0863749,0.0257779,0.813088,-0.0139369,-0.00120093,-0.581973,0.870776,-0.0397471,-0.0356996,-0.488769,1
793369760,0.0889268,0.0658301,-0.0308078,0.812975,-0.0137945,-0.00347699,-0.582124,0.870776,-0.0397471,-0.0356996,-0.488769,1
793402681,-0.105839,-0.0642583,0.00481755,0.812878,-0.0138237,-0.00556038,-0.582244,0.870776,-0.0397471,-0.0356996,-0.488769,1
793434538,0.102968,-0.160465,-0.0490468,0.812752,-0.0126247,-0.0069599,-0.582431,0.870776,-0.0397471,-0.0356996,-0.488769,1
793466725,0.233767,0.266379,-0.00216817,0.812647,-0.0106947,-0.00595019,-0.582628,0.870776,-0.0397471,-0.0356996,-0.488769,1
793498553,-0.162589,-0.0842603,-0.0299974,0.81237,-0.0107273,-0.0050789,-0.583021,0.870776,-0.0397471,-0.0356996,-0.488769,1
793530679,-0.028953,-0.0842775,-0.0274387,0.81212,-0.0114016,-0.00495147,-0.583359,0.870776,-0.0397471,-0.0356996,-0.488769,1
793562631,0.137428,0.027945,-0.0156392,0.81186,-0.0112353,-0.00462587,-0.583726,0.870776,-0.0397471,-0.0356996,-0.488769,1
793594528,-0.156317,0.0593605,-0.0257258,0.811614,-0.0106172,-0.00430435,-0.584081,0.870776,-0.0397471,-0.0356996,-0.488769,1
793626648,0.0868095,-0.00780605,0.0673381,0.811554,-0.0095918,-0.00502745,-0.584177,0.870776,-0.0397471,-0.0356996,-0.488769,1
793658765,0.146408,-0.191464,-0.0849481,0.8114,-0.00953418,-0.00738948,-0.584366,0.870776,-0.0397471,-0.0356996,-0.488769,1
793690575,-0.00287281,-0.165361,0.0379633,0.811367,-0.0103084,-0.0102778,-0.584356,0.870776,-0.0397471,-0.0356996,-0.488769,1
793722562,0.277596,-0.340309,-0.0513457,0.811197,-0.0112762,-0.0138915,-0.5845,0.870776,-0.0397471,-0.0356996,-0.488769,1
793754699,-0.175761,-0.220381,0.0834501,0.8111,-0.0125494,-0.0173088,-0.584517,0.870776,-0.0397471,-0.0356996,-0.488769,1
793783299,-0.0317839,0.0693795,0.0490723,0.811056,-0.0133008,-0.0192825,-0.584499,0.870776,-0.0397471,-0.0356996,-0.488769,1
793815320,-0.20551,-0.117642,-0.00106703,0.811049,-0.0147331,-0.0202806,-0.584441,0.870776,-0.0397471,-0.0356996,-0.488769,1
793847442,0.114611,0.202576,-0.0630161,0.810933,-0.0156168,-0.0195973,-0.584602,0.870776,-0.0397471,-0.0356996,-0.488769,1
793879334,-0.630978,-0.0259115,0.0101364,0.810891,-0.0180684,-0.0171503,-0.584667,0.870776,-0.0397471,-0.0356996,-0.488769,1
793911302,0.208085,0.0922607,-0.00838456,0.81097,-0.0186595,-0.0151482,-0.584594,0.870776,-0.0397471,-0.0356996,-0.488769,1
793943342,-0.284667,0.281691,0.0121497,0.811081,-0.0191953,-0.0121889,-0.584491,0.870776,-0.0397471,-0.0356996,-0.488769,1
793975267,-0.411164,0.131069,0.0228314,0.811128,-0.019827,-0.00997521,-0.584448,0.870776,-0.0397471,-0.0356996,-0.488769,1
794003517,-0.353799,0.126995,-0.0112122,0.811149,-0.0199469,-0.00754586,-0.58445,0.870776,-0.0397471,-0.0356996,-0.488769,1
794036145,-0.172044,0.181172,-0.0132179,0.811147,-0.0193651,-0.00338841,-0.584512,0.870776,-0.0397471,-0.0356996,-0.488769,1
794068057,0.10696,0.0532747,-0.0459872,0.811099,-0.0186957,-0.000970634,-0.58461,0.870776,-0.0397471,-0.0356996,-0.488769,1
794100152,-0.241497,0.240137,0.0285172,0.811193,-0.0178523,0.00160861,-0.584504,0.870776,-0.0397471,-0.0356996,-0.488769,1
794132137,0.0302391,0.202044,0.00208032,0.811238,-0.0159736,0.00311083,-0.58449,0.870776,-0.0397471,-0.0356996,-0.488769,1
794164172,0.0800613,0.0913368,-0.0440738,0.811171,-0.0138367,0.00445125,-0.584629,0.870776,-0.0397471,-0.0356996,-0.488769,1
794192147,0.118437,0.0163548,-0.0163697,0.811199,-0.0129405,0.00566662,-0.584599,0.870776,-0.0397471,-0.0356996,-0.488769,1
794224043,-0.36349,0.0292593,0.0321965,0.811174,-0.0132398,0.00810129,-0.584598,0.870776,-0.0397471,-0.0356996,-0.488769,1
794256040,0.208684,0.248002,0.0155182,0.811183,-0.0128073,0.00846045,-0.584591,0.870776,-0.0397471,-0.0356996,-0.488769,1
794288131,-0.204638,-0.17918,-0.0324254,0.811183,-0.0135972,0.00804883,-0.584578,0.870776,-0.0397471,-0.0356996,-0.488769,1
794320135,0.277332,0.0911919,-0.0475068,0.811225,-0.0128765,0.00701937,-0.58455,0.870776,-0.0397471,-0.0356996,-0.488769,1
794352060,-0.387629,0.0387174,-0.0113076,0.811348,-0.0134796,0.00809744,-0.584353,0.870776,-0.0397471,-0.0356996,-0.488769,1
794384889,-0.159251,0.166344,0.0260581,0.811236,-0.0130798,0.0107851,-0.584474,0.870776,-0.0397471,-0.0356996,-0.488769,1
794412923,-0.18445,0.052833,0.0308532,0.811109,-0.0117739,0.0138392,-0.584612,0.870776,-0.0397471,-0.0356996,-0.488769,1
794444903,0.209401,0.230941,-0.0523063,0.810889,-0.0104511,0.0162335,-0.584882,0.870776,-0.0397471,-0.0356996,-0.488769,1
794476974,-0.381919,-0.0798016,-0.00534216,0.810893,-0.0114881,0.0177045,-0.584814,0.870776,-0.0397471,-0.0356996,-0.488769,1
794508908,0.162881,0.0576417,0.0923306,0.811,-0.0115727,0.0168713,-0.584688,0.870776,-0.0397471,-0.0356996,-0.488769,1
794541090,-0.0466174,-0.113769,0.00140781,0.811187,-0.0122718,0.0153585,-0.584456,0.870776,-0.0397471,-0.0356996,-0.488769,1
794572846,0.298112,0.0609119,-0.00838973,0.811376,-0.0116955,0.0147877,-0.58422,0.870776,-0.0397471,-0.0356996,-0.488769,1
794604892,-0.175748,0.0547206,0.0635676,0.811577,-0.0119685,0.0155611,-0.583915,0.870776,-0.0397471,-0.0356996,-0.488769,1
794636918,0.0995155,-0.0447651,0.00385344,0.811643,-0.0118513,0.0157459,-0.583821,0.870776,-0.0397471,-0.0356996,-0.488769,1
794665764,-0.112883,0.0184083,-0.0119114,0.811727,-0.0123096,0.0157921,-0.583695,0.870776,-0.0397471,-0.0356996,-0.488769,1
794697741,-0.104803,-0.0384211,-0.0238744,0.811868,-0.0128974,0.0162983,-0.583471,0.870776,-0.0397471,-0.0356996,-0.488769,1
794729686,-0.133387,0.244368,0.112785,0.812078,-0.0129921,0.01818,-0.583121,0.870776,-0.0397471,-0.0356996,-0.488769,1
794761860,-0.103461,0.0433552,-0.0337971,0.812271,-0.0129727,0.019915,-0.582796,0.870776,-0.0397471,-0.0356996,-0.488769,1
794793755,0.0983421,0.0269403,0.00901962,0.812434,-0.0124144,0.0208297,-0.582548,0.870776,-0.0397471,-0.0356996,-0.488769,1
794825724,-0.157424,0.0277345,0.0188135,0.812693,-0.0124014,0.0211013,-0.582177,0.870776,-0.0397471,-0.0356996,-0.488769,1
794853762,-0.0704993,0.0610906,0.0553203,0.81291,-0.0117795,0.0222169,-0.581847,0.870776,-0.0397471,-0.0356996,-0.488769,1
794885697,-0.0967574,0.294186,0.0136308,0.813004,-0.0109688,0.0259464,-0.581577,0.870776,-0.0397471,-0.0356996,-0.488769,1
794917807,-0.0792084,0.225088,0.0307321,0.812921,-0.0102859,0.0306206,-0.581478,0.870776,-0.0397471,-0.0356996,-0.488769,1
794949684,-0.086733,0.233172,0.0162814,0.812731,-0.00965226,0.0352651,-0.581491,0.870776,-0.0397471,-0.0356996,-0.488769,1
794981699,-0.163566,0.0332869,0.0193571,0.812715,-0.00905893,0.0378927,-0.581358,0.870776,-0.0397471,-0.0356996,-0.488769,1
795013711,0.314812,0.0338418,-0.0623199,0.812708,-0.0076359,0.0381743,-0.581369,0.870776,-0.0397471,-0.0356996,-0.488769,1
795046601,-0.0745418,0.0221423,0.0812146,0.812952,-0.00697875,0.0367712,-0.581127,0.870776,-0.0397471,-0.0356996,-0.488769,1
795078631,-0.0336206,-0.282832,-0.00332303,0.813304,-0.00723534,0.0343153,-0.580781,0.870776,-0.0397471,-0.0356996,-0.488769,1
795110499,0.17413,-0.0152193,-0.00201199,0.813566,-0.00765269,0.0336096,-0.58045,0.870776,-0.0397471,-0.0356996,-0.488769,1
795142597,-0.0104437,0.267438,-0.00465823,0.813662,-0.00832921,0.0348151,-0.580235,0.870776,-0.0397471,-0.0356996,-0.488769,1
795174634,-0.293117,0.203669,0.0321508,0.813616,-0.00791663,0.036847,-0.580179,0.870776,-0.0397471,-0.0356996,-0.488769,1
795206656,-0.139228,-0.00749921,0.000630203,0.813619,-0.00657141,0.0387352,-0.58007,0.870776,-0.0397471,-0.0356996,-0.488769,1
795238484,0.517954,0.217193,-0.0183208,0.81367,-0.004542,0.0395272,-0.579964,0.870776,-0.0397471,-0.0356996,-0.488769,1
795270682,-0.0513591,0.151889,0.00194366,0.8138,-0.00424403,0.0395625,-0.579782,0.870776,-0.0397471,-0.0356996,-0.488769,1
795302515,-0.282329,-0.262317,0.0727596,0.814018,-0.00420301,0.0376478,-0.579603,0.870776,-0.0397471,-0.0356996,-0.488769,1
795334562,0.28184,-0.142041,0.00223434,0.814216,-0.00316496,0.0355999,-0.579461,0.870776,-0.0397471,-0.0356996,-0.488769,1
795367442,0.264519,-0.0200134,-0.0622219,0.814361,-0.00271654,0.0343319,-0.579337,0.870776,-0.0397471,-0.0356996,-0.488769,1
795399296,0.0553688,0.10454,0.046924,0.814622,-0.0032557,0.0335008,-0.579015,0.870776,-0.0397471,-0.0356996,-0.488769,1
795431390,-0.28605,-0.207249,0.0746226,0.814874,-0.00468964,0.0315843,-0.578758,0.870776,-0.0397471,-0.0356996,-0.488769,1
795459343,0.0346913,-0.117652,0.0200996,0.815091,-0.00498737,0.0301022,-0.578528,0.870776,-0.0397471,-0.0356996,-0.488769,1
795491365,0.0137859,0.0513289,0.0443974,0.815259,-0.00526486,0.0301268,-0.578288,0.870776,-0.0397471,-0.0356996,-0.488769,1
795523590,-0.213213,-0.100915,0.00185747,0.815271,-0.00575352,0.029993,-0.578274,0.870776,-0.0397471,-0.0356996,-0.488769,1
795555294,0.162242,-0.134522,-0.0178872,0.815252,-0.00557236,0.0286038,-0.578372,0.870776,-0.0397471,-0.0356996,-0.488769,1
795587366,0.100628,0.0171866,-0.00694607,0.81532,-0.00605277,0.026797,-0.578359,0.870776,-0.0397471,-0.0356996,-0.488769,1
795620174,-0.0242956,-0.16939,0.0573283,0.815372,-0.00677578,0.0238764,-0.578406,0.870776,-0.0397471,-0.0356996,-0.488769,1
795648102,0.239753,-0.0584518,0.0445757,0.815468,-0.00654998,0.0210834,-0.57838,0.870776,-0.0397471,-0.0356996,-0.488769,1
795680157,-0.122392,0.00425401,0.0604775,0.815545,-0.00630339,0.0188749,-0.578352,0.870776,-0.0397471,-0.0356996,-0.488769,1
795712113,-0.0219646,-0.233196,-0.00736178,0.815621,-0.00546127,0.0169966,-0.578311,0.870776,-0.0397471,-0.0356996,-0.488769,1
795744112,0.371565,-0.0140775,-0.108373,0.815463,-0.0037331,0.0158931,-0.57858,0.870776,-0.0397471,-0.0356996,-0.488769,1
795776076,-0.0302712,0.0439748,0.0879445,0.815492,-0.00362624,0.0164163,-0.578524,0.870776,-0.0397471,-0.0356996,-0.488769,1
795808199,-0.157511,0.0212661,-0.0340156,0.815296,-0.00438973,0.0164932,-0.578793,0.870776,-0.0397471,-0.0356996,-0.488769,1
795840123,0.248033,-0.0816392,-0.0406048,0.8149,-0.00484389,0.0163416,-0.579351,0.870776,-0.0397471,-0.0356996,-0.488769,1
795872124,-0.353988,-0.178179,0.011393,0.814626,-0.00595813,0.0149579,-0.579763,0.870776,-0.0397471,-0.0356996,-0.488769,1
795904101,0.412581,-0.168911,-0.112817,0.814254,-0.00520371,0.0114637,-0.580372,0.870776,-0.0397471,-0.0356996,-0.488769,1
795932088,0.188544,-0.166316,0.0124364,0.814274,-0.00353321,0.00881124,-0.580403,0.870776,-0.0397471,-0.0356996,-0.488769,1
795964875,0.523504,-0.0719245,-0.0943904,0.814298,-0.00114285,0.00572356,-0.580418,0.870776,-0.0397471,-0.0356996,-0.488769,1
795996929,-0.499774,-0.119912,-0.0609544,0.814064,-0.00267063,0.00512198,-0.580747,0.870776,-0.0397471,-0.0356996,-0.488769,1
796028931,0.234165,-0.180998,-0.0413109,0.813644,-0.00544906,0.00426196,-0.581322,0.870776,-0.0397471,-0.0356996,-0.488769,1
796060880,0.00807307,0.0500489,-0.0432892,0.813127,-0.00841149,0.00384884,-0.582013,0.870776,-0.0397471,-0.0356996,-0.488769,1
796092908,-0.0845512,0.115562,0.0551779,0.813049,-0.00850513,0.00294448,-0.582126,0.870776,-0.0397471,-0.0356996,-0.488769,1
796120876,0.00156485,0.312874,0.0744103,0.813043,-0.00720584,0.0027239,-0.582153,0.870776,-0.0397471,-0.0356996,-0.488769,1
796152912,-0.149776,0.0327302,0.0504357,0.813069,-0.00518184,0.00316341,-0.582136,0.870776,-0.0397471,-0.0356996,-0.488769,1
796184865,0.23299,-0.0946279,0.0083053,0.8131,-0.00452575,0.003073,-0.582099,0.870776,-0.0397471,-0.0356996,-0.488769,1
796216911,-0.302048,-0.0395445,0.128622,0.813319,-0.00500435,0.0033587,-0.581786,0.870776,-0.0397471,-0.0356996,-0.488769,1
796248881,-0.190034,-0.138848,-0.00875848,0.813234,-0.00632646,0.0043654,-0.581886,0.870776,-0.0397471,-0.0356996,-0.488769,1
796280932,0.237839,0.0693158,-0.0805001,0.813169,-0.00854744,0.00429843,-0.581949,0.870776,-0.0397471,-0.0356996,-0.488769,1
796309712,0.119008,0.138225,-0.108208,0.813035,-0.00995226,0.00455245,-0.582112,0.870776,-0.0397471,-0.0356996,-0.488769,1
796341711,-0.0114756,0.226975,0.00878711,0.812956,-0.0108823,0.00544324,-0.582198,0.870776,-0.0397471,-0.0356996,-0.488769,1
796373683,-0.0332109,0.141441,0.00997709,0.812775,-0.0112915,0.00678048,-0.582428,0.870776,-0.0397471,-0.0356996,-0.488769,1
796405778,0.0696018,-0.106466,0.0301067,0.812746,-0.010711,0.00685332,-0.58248,0.870776,-0.0397471,-0.0356996,-0.488769,1
796437697,0.197477,-0.00729246,0.134567,0.812897,-0.0111038,0.00586169,-0.582272,0.870776,-0.0397471,-0.0356996,-0.488769,1
796469739,-0.464952,-0.202121,0.171145,0.812909,-0.0137528,0.00443385,-0.582212,0.870776,-0.0397471,-0.0356996,-0.488769,1
796501718,-0.156551,-0.142232,0.110607,0.813126,-0.0133685,0.0014651,-0.581933,0.870776,-0.0397471,-0.0356996,-0.488769,1
796533823,0.315176,-0.0489179,0.0313963,0.813348,-0.00900092,-0.00242479,-0.581703,0.870776,-0.0397471,-0.0356996,-0.488769,1
796561728,-0.41357,-0.0435131,0.0202277,0.813565,-0.00684512,-0.00388209,-0.581421,0.870776,-0.0397471,-0.0356996,-0.488769,1
796594736,-0.166422,-0.032685,0.0523788,0.813699,-0.00655331,-0.00310944,-0.581241,0.870776,-0.0397471,-0.0356996,-0.488769,1
796626573,-0.39806,-0.152426,0.00173796,0.813939,-0.00769585,-0.00050824,-0.580899,0.870776,-0.0397471,-0.0356996,-0.488769,1
796658643,0.183337,-0.0837255,0.0103864,0.814065,-0.00778294,0.00158931,-0.580719,0.870776,-0.0397471,-0.0356996,-0.488769,1
796690634,-0.211944,-0.113086,0.0295109,0.814319,-0.00935258,0.00311227,-0.580334,0.870776,-0.0397471,-0.0356996,-0.488769,1
