timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
744259300,0.0011097,-0.00022972,-0.00152513,0.851145,-0.00782925,0.0129919,-0.524712,0.870776,-0.0397471,-0.0356996,-0.488769,1
744291293,-0.000790773,0.000591601,-3.13046e-05,0.851144,-0.00783922,0.0129887,-0.524713,0.870776,-0.0397471,-0.0356996,-0.488769,1
744323304,0.000917233,-6.7316e-05,-0.000356078,0.851152,-0.00783095,0.01299,-0.5247,0.870776,-0.0397471,-0.0356996,-0.488769,1
744355297,0.000441306,0.00104793,0.00247481,0.851169,-0.00783064,0.0129992,-0.524673,0.870776,-0.0397471,-0.0356996,-0.488769,1
744387397,0.000370166,0.00138542,-0.00116557,0.851174,-0.00781947,0.0130118,-0.524664,0.870776,-0.0397471,-0.0356996,-0.488769,1
744416153,0.000885964,0.000277536,-0.00196956,0.851165,-0.00781973,0.0130129,-0.524679,0.870776,-0.0397471,-0.0356996,-0.488769,1
744448193,-0.000465589,-0.00197544,-0.000233033,0.851161,-0.00782973,0.0130009,-0.524685,0.870776,-0.0397471,-0.0356996,-0.488769,1
744480138,0.000224296,0.0012553,0.00225672,0.851174,-0.00784348,0.0129945,-0.524664,0.870776,-0.0397471,-0.0356996,-0.488769,1
744512075,0.000633058,-0.0016831,0.00113249,0.851196,-0.00785863,0.0129872,-0.524628,0.870776,-0.0397471,-0.0356996,-0.488769,1
744544149,-0.000156929,0.00163192,-0.000527665,0.851202,-0.00785175,0.0129941,-0.524618,0.870776,-0.0397471,-0.0356996,-0.488769,1
744576075,-0.000374184,0.000405538,-0.00162865,0.851191,-0.0078448,0.0130079,-0.524636,0.870776,-0.0397471,-0.0356996,-0.488769,1
744608118,-0.00182812,-0.00012527,0.000447523,0.851191,-0.00784428,0.0130202,-0.524636,0.870776,-0.0397471,-0.0356996,-0.488769,1
744636088,-0.00056483,-0.000684981,0.000123723,0.851199,-0.00783707,0.0130175,-0.524623,0.870776,-0.0397471,-0.0356996,-0.488769,1
744668092,-0.000983668,-0.00228769,0.00013276,0.851213,-0.00784906,0.0130036,-0.524601,0.870776,-0.0397471,-0.0356996,-0.488769,1
744700102,0.000163109,0.000758826,-0.00111914,0.851219,-0.00784646,0.0129935,-0.524591,0.870776,-0.0397471,-0.0356996,-0.488769,1
744732190,0.000341744,0.00171748,-0.00299429,0.851204,-0.00782986,0.0130056,-0.524615,0.870776,-0.0397471,-0.0356996,-0.488769,1
744764122,0.000158314,0.000955952,-0.00135244,0.851196,-0.00782622,0.0130115,-0.524629,0.870776,-0.0397471,-0.0356996,-0.488769,1
744796931,-0.00030741,0.00238416,0.0016779,0.851204,-0.00780984,0.0130219,-0.524616,0.870776,-0.0397471,-0.0356996,-0.488769,1
744828875,-0.00135871,-0.0033321,0.00242302,0.851221,-0.00781525,0.0130136,-0.524588,0.870776,-0.0397471,-0.0356996,-0.488769,1
744856964,0.00113265,-0.00156842,-0.000590859,0.851227,-0.00782655,0.012992,-0.524579,0.870776,-0.0397471,-0.0356996,-0.488769,1
744888887,-3.0044e-05,-0.000146072,9.76137e-05,0.851221,-0.00782342,0.0129739,-0.524589,0.870776,-0.0397471,-0.0356996,-0.488769,1
744920940,0.000284306,0.000450144,-0.000467819,0.851218,-0.00782462,0.0129593,-0.524594,0.870776,-0.0397471,-0.0356996,-0.488769,1
